0.9686 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.0451 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb59cc39760>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb53c1e57f0>, multiSample=False, name='window1', numSamples=2, pos=(495, 343), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.0453 	EXP 	window1: mouseVisible = True
5.0454 	EXP 	window1: mouseVisible = True
5.0454 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.0454 	EXP 	window1: recordFrameIntervals = False
5.2119 	EXP 	window1: recordFrameIntervals = True
5.3958 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
5.3958 	EXP 	window1: recordFrameIntervals = False
5.4507 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.0697 	EXP 	Created triggerSyncText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='triggerSyncText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0701 	EXP 	Created InstructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='InstructionText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0747 	EXP 	Created encodeTrialRun1_Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='encodeTrialRun1_Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.33, 1.  ]), texRes=128.0, units='height', win=Window(...))
7.0763 	EXP 	Created encodeFixationText_Run1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='encodeFixationText_Run1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0766 	EXP 	Created InstructionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='InstructionText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0794 	EXP 	Created recogTrialRun1_Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='recogTrialRun1_Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.33, 1.  ]), texRes=128.0, units='height', win=Window(...))
7.0797 	EXP 	Created recogFixationText_Run1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='recogFixationText_Run1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.0804 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
7.0805 	EXP 	New trial (rep=0, index=0): None
7.1057 	EXP 	triggerSyncText: height = 0.05
7.1057 	EXP 	triggerSyncText: height = 0.05
7.1057 	EXP 	triggerSyncText: height = 0.05
7.1057 	EXP 	triggerSyncText: text = 'Waiting for scanner...'
7.1057 	EXP 	triggerSyncText: autoDraw = True
8.9102 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
8.9104 	EXP 	New trial (rep=0, index=0): None
8.9297 	DATA 	Keypress: 5
8.9326 	EXP 	triggerSyncText: autoDraw = False
8.9326 	EXP 	InstructionText: autoDraw = True
18.9115 	EXP 	Created sequence: sequential, trialTypes=1, nReps=12, seed=None
18.9118 	EXP 	New trial (rep=0, index=0): None
18.9413 	EXP 	InstructionText: autoDraw = False
18.9413 	EXP 	encodeTrialRun1_Image: autoDraw = True
19.9098 	EXP 	encodeFixationText_Run1: autoDraw = True
19.9433 	EXP 	encodeTrialRun1_Image: autoDraw = False
21.8956 	EXP 	New trial (rep=1, index=0): None
21.9103 	EXP 	encodeFixationText_Run1: autoDraw = False
21.9103 	EXP 	encodeTrialRun1_Image: autoDraw = False
21.9103 	EXP 	encodeFixationText_Run1: autoDraw = False
21.9103 	EXP 	encodeTrialRun1_Image: autoDraw = True
22.9103 	EXP 	encodeTrialRun1_Image: autoDraw = False
