condLoaderLoop.thisRepN,condLoaderLoop.thisTrialN,condLoaderLoop.thisN,condLoaderLoop.thisIndex,Block1Loop.thisRepN,Block1Loop.thisTrialN,Block1Loop.thisN,Block1Loop.thisIndex,encodeLoop_Block1Run1.thisRepN,encodeLoop_Block1Run1.thisTrialN,encodeLoop_Block1Run1.thisN,encodeLoop_Block1Run1.thisIndex,recognitionLoop_Block1Run1.thisRepN,recognitionLoop_Block1Run1.thisTrialN,recognitionLoop_Block1Run1.thisN,recognitionLoop_Block1Run1.thisIndex,triggerSyncText.started,triggerSync_Key_Resp.started,triggerSync_Key_Resp.keys,triggerSync_Key_Resp.rt,start_time,start_volume,InstructionText.started,trigger_time,end_volume,image_file,run,encodeTrialRun1_Image.started,encodeTrialTestKeyRespRun1.started,encodeFixationText_Run1.started,encodeTrialRun1_Image.stopped,encodeTrialTestKeyRespRun1.stopped,encodeFixationText_Run1.stopped,end_time,image_gender,response_gender,gender_is_correct,encodeTrialTestKeyRespRun1.keys,recogTrialRun1_Image.started,recogTrialTestKeyRespRun1.started,recogFixationText_Run1.started,recogTrialRun1_Image.stopped,recogTrialTestKeyRespRun1.stopped,recogFixationText_Run1.stopped,image_old_new,response_old_new,is_correct,recogTrialTestKeyRespRun1.keys,image_water,response_water,liquid_is_correct,InstructionText.stopped,response_pair_fit,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,6.468305500020506,6.468305500020506,5,2.566916332987603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1.420799526385963e-05,2,9.079143292008666,2.4579931050539017e-06,1,Block1_run1_face_encoding-TEST/yf10_macieklew_w_hills16_OLD.bmp,1,19.12826816699817,19.12826816699817,20.075517209013924,20.14241108400165,21.142352709022816,22.08704716700595,13.00013695799862,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf1_macieklew_w_hills16_OLD.bmp,1,22.08704716700595,22.08704716700595,23.076187917002244,23.093025209003827,24.09314737500972,25.08257300002151,15.999398124986328,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of3_macieklew_w_hills16_OLD.bmp,1,25.08257300002151,25.08257300002151,26.073712167009944,26.0913443340105,27.094345959019847,28.077777124999557,18.998310374998255,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of22_macieklew_w_hills16_OLD.bmp,1,28.077777124999557,28.077777124999557,29.0757452090038,29.091432417015312,30.077700834022835,31.08166275001713,21.99845225000172,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/ym1_macieklew_w_hills16_OLD.bmp,1,31.08166275001713,31.08166275001713,32.07330750001711,32.0897806250141,33.09408054201049,34.07645395901636,24.997771541005932,male,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf18_macieklew_w_hills16_OLD.bmp,1,34.07645395901636,34.07645395901636,35.057985542021925,35.09344725002302,36.07784654200077,37.05983750001178,27.98141883299104,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of29_macieklew_w_hills16_OLD.bmp,1,37.08111450000433,37.08111450000433,38.07465616700938,38.090119417000096,39.094238042016514,40.08805583399953,31.00066112499917,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/om30_macieklew_w_hills16_OLD.bmp,1,40.08805583399953,40.08805583399953,41.07523366701207,41.09163254199666,42.0913740840042,43.08361433399841,33.998715583002195,male,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/of40_macieklew_w_hills16_OLD.bmp,1,43.08361433399841,43.08361433399841,44.07619391701883,44.0916706249991,45.0933511670155,46.07936066700495,36.997457707999274,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/ym24_macieklew_w_hills16_OLD.bmp,1,46.07936066700495,46.07936066700495,47.058382792019984,47.094468084018445,48.09230770901195,49.06034795902087,39.98165379097918,male,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/om8_macieklew_w_hills16_OLD.bmp,1,49.07884366699727,49.07884366699727,50.07533037502435,50.091144125006394,51.09189716700348,52.08660870901076,42.9998278330022,male,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,2,,,,Block1_run1_face_encoding-TEST/yf27_macieklew_w_hills16_OLD.bmp,1,52.08660870901076,52.08660870901076,53.07347312499769,53.09077733400045,54.0944595420151,,46.001164540997706,female,none,NO RESPONSE,None,,,,,,,,,,,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,,,,,0,0,0,0,,,,,46.0018457910046,2,55.08625345901237,,,Block1_run1_face_recog-TEST/om8_macieklew_w_hills16_OLD.bmp,1,,,,,,,58.998729707993334,,,,,65.09389679200831,65.09389679200831,66.0728745420056,66.10629858399625,67.1104272500088,68.08670958402217,OLD,NONE,NO RESPONSE,None,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,,,,,1,0,1,0,,,,,,2,,,,Block1_run1_face_recog-TEST/yf18_macieklew_w_hills16_OLD.bmp,1,,,,,,,62.00007720798021,,,,,68.08670958402217,68.08670958402217,69.07389708401752,69.09279329201672,70.09261258400511,71.0835601669969,OLD,NONE,NO RESPONSE,None,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,,,,,2,0,2,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym26_macieklew_w_hills16_NEW.bmp,1,,,,,,,65.00378766597714,,,,,71.0835601669969,71.0835601669969,72.07360733402311,72.0918541669962,73.09557666702312,,NEW,NONE,NO RESPONSE,None,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
,,,,0,0,0,0,,,,,3,0,3,0,,,,,,2,,,,Block1_run1_face_recog-TEST/ym24_macieklew_w_hills16_OLD.bmp,1,,,,,,,68.0003545829968,,,,,74.0879297920037,74.0879297920037,75.07708383401041,75.09208637502161,76.09339379201992,77.08675625000615,OLD,NONE,NO RESPONSE,None,,,,,,973415,001,2023-07-13_11h06.23.371,PsychoPy-Practice-Task,2022.2.5,59.97056919812276,
